,model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
9421,12,2016,34990,1,18578,1,200,47.9,3.0
10174,6,2016,16999,3,69000,1,125,57.6,2.0
10177,6,2016,17999,2,35000,1,125,58.9,2.0
9414,1,2016,12490,2,39463,1,0,76.3,1.6
1216,10,2016,17998,2,7102,3,125,51.4,1.4
447,5,2016,16498,3,41431,1,160,52.3,2.0
9410,5,2016,23995,1,19151,3,260,35.8,3.0
10199,20,2016,20950,3,42000,3,160,43.5,2.0
430,10,2016,19995,3,23205,1,145,55.4,2.0
1209,12,2016,32996,1,23478,1,200,47.9,3.0
429,10,2016,19995,2,22353,1,160,49.6,2.0
9406,6,2016,17995,1,49461,1,125,57.6,2.0
9405,5,2016,21995,1,15901,3,165,45.6,2.0
437,26,2016,24995,3,28475,3,200,40.9,2.0
9619,3,2016,22950,2,17045,3,200,40.4,2.0
1121,5,2016,18998,2,41727,1,160,53.3,2.0
1118,4,2016,13698,2,29398,3,145,51.4,1.4
9730,4,2016,14729,2,44328,1,20,70.6,2.0
550,11,2016,34995,3,22809,1,235,42.2,3.0
992,4,2016,13998,2,38405,1,0,74.3,2.0
9722,4,2016,10200,2,88151,1,20,70.6,2.0
1002,26,2016,17000,2,9360,3,160,46.3,1.8
1003,10,2016,15496,2,22543,1,30,61.4,2.0
10071,1,2016,14480,2,18382,3,30,56.5,1.4
985,4,2016,16498,2,38231,1,30,64.2,2.0
1005,6,2016,20698,3,13986,1,30,61.4,2.0
1008,3,2016,13698,2,21468,3,20,60.1,1.0
1009,3,2016,12498,2,29298,3,20,60.1,1.0
1011,3,2016,16998,2,23933,1,20,65.7,2.0
9717,3,2016,14299,1,34078,1,125,58.9,2.0
1014,1,2016,10995,2,44575,3,30,55.4,1.4
1016,1,2016,11495,2,33397,3,0,67.3,1.0
1017,3,2016,13250,2,46860,1,20,68.9,1.6
10072,14,2016,74500,1,28888,3,570,24.1,5.2
1019,6,2016,18291,3,35665,1,30,61.4,2.0
984,6,2016,17998,2,33182,1,30,61.4,2.0
9735,6,2016,18999,1,52287,1,125,58.9,2.0
942,10,2016,17998,2,22541,1,145,52.3,2.0
943,26,2016,16998,2,18263,1,30,62.8,2.0
944,4,2016,16498,2,37488,1,30,64.2,2.0
946,4,2016,15395,3,45619,1,20,67.3,2.0
948,11,2016,19498,3,50961,1,205,47.1,2.0
949,1,2016,11698,2,24001,3,30,55.4,1.4
9756,6,2016,17975,3,50000,1,30,61.4,2.0
982,10,2016,17498,3,32971,1,145,51.4,2.0
952,4,2016,13498,2,29333,3,145,51.4,1.4
962,1,2016,11798,2,13501,3,0,67.3,1.0
9748,10,2016,15699,2,52080,1,145,52.3,2.0
966,4,2016,14998,2,30498,1,0,74.3,2.0
9747,4,2016,10999,2,72419,1,20,70.6,2.0
9746,1,2016,10199,2,19356,1,0,80.7,1.6
9744,3,2016,10099,2,70070,1,0,74.3,1.6
977,1,2016,12950,2,15734,3,0,67.3,1.0
10064,9,2016,16000,2,42500,1,30,64.2,1.6
940,4,2016,15498,2,42783,1,30,64.2,2.0
9714,20,2016,22745,3,22445,3,160,43.5,2.0
545,4,2016,19995,3,31894,1,30,64.2,3.0
9669,1,2016,11999,2,23640,3,30,55.4,1.4
9666,5,2016,14999,2,46107,3,200,40.9,2.0
9662,3,2016,12299,2,19323,3,20,61.4,1.4
1081,10,2016,18946,3,33072,1,160,50.4,2.0
1084,4,2016,15256,2,25214,1,0,74.3,2.0
1087,5,2016,21498,3,34051,1,200,44.8,3.0
10077,4,2016,15000,1,31670,1,0,72.4,2.0
541,11,2016,24490,3,51562,1,235,42.8,3.0
1093,5,2016,17998,2,49936,1,145,56.5,2.0
1095,6,2016,15498,3,63000,1,125,56.5,3.0
9644,4,2016,19950,2,15261,1,30,62.8,2.0
9643,10,2016,23950,1,18515,3,200,40.4,2.0
10079,3,2016,15390,2,25580,1,20,68.9,1.6
9637,1,2016,10695,2,52820,1,0,76.3,1.6
9636,1,2016,10550,2,40494,3,0,67.3,1.0
1114,3,2016,16491,2,24950,3,30,58.9,1.4
1094,3,2016,14498,2,30895,3,125,52.3,1.4
9713,6,2016,14999,1,45194,1,20,67.3,2.0
1068,5,2016,17698,2,54770,1,145,56.5,2.0
542,3,2016,13995,2,40030,1,0,83.1,1.6
9709,6,2016,13799,2,38200,1,30,61.4,2.0
1028,5,2016,15698,2,51089,1,125,58.9,2.0
9705,4,2016,12499,1,70248,1,20,70.6,2.0
9699,1,2016,11899,2,17271,3,30,55.4,1.4
9694,10,2016,16999,1,49530,1,160,50.4,2.0
1042,1,2016,11295,2,37925,3,0,67.3,1.0
1043,1,2016,12495,2,20645,3,30,56.5,1.4
1067,4,2016,12498,2,78269,1,0,74.3,2.0
9693,5,2016,15250,2,28418,1,145,54.3,2.0
543,6,2016,19495,3,43099,1,145,56.5,2.0
9692,5,2016,14800,2,63332,1,125,58.9,2.0
9688,1,2016,11299,2,12730,3,30,57.6,1.4
9687,26,2016,12599,2,52384,1,30,62.8,2.0
9681,1,2016,11499,2,15224,1,0,76.3,1.6
9680,4,2016,14799,2,17418,1,0,74.3,2.0
9673,1,2016,12599,2,26586,3,30,56.5,1.4
10073,10,2016,14750,2,46750,3,145,49.6,1.4
8988,4,2016,16000,2,29961,1,20,70.6,2.0
1638,26,2016,16650,2,33000,3,160,46.3,2.0
8508,4,2016,11295,1,119880,1,30,64.2,2.0
2244,11,2016,18998,3,41313,1,200,47.1,2.0
8367,1,2016,11447,2,25818,1,0,76.3,1.6
2242,1,2016,10765,2,38731,1,0,76.3,1.6
2241,3,2016,15800,2,23631,3,30,58.9,1.4
2240,9,2016,19490,3,26906,3,125,52.3,1.4
2239,10,2016,19000,3,45332,3,205,40.4,2.0
10591,1,2016,11000,2,42082,3,0,67.3,1.0
8366,1,2016,10726,2,24755,1,0,76.3,1.6
8754,1,2016,11000,2,29526,3,0,67.3,1.0
2236,4,2016,13910,2,67840,1,30,64.2,2.0
8364,4,2016,15495,2,55514,1,30,67.3,2.0
8363,1,2016,11999,2,48090,3,30,55.4,1.4
8362,26,2016,17695,2,17374,3,160,46.3,1.8
2235,11,2016,17990,1,51756,1,200,47.1,2.0
8361,6,2016,13699,1,44652,1,20,67.3,2.0
8758,10,2016,16700,2,38564,1,145,52.3,2.0
2684,3,2016,18192,3,21246,3,30,56.5,1.4
8759,3,2016,14050,3,74904,1,125,57.6,2.0
8761,11,2016,19400,3,46557,1,200,47.1,2.0
8762,1,2016,12300,2,37874,3,30,58.9,1.4
92,6,2016,15500,1,24744,1,125,56.5,3.0
95,6,2016,17300,1,24421,1,30,61.4,2.0
96,1,2016,10600,2,15567,1,0,76.3,1.6
2551,6,2016,16599,2,40826,1,30,61.4,2.0
8360,1,2016,9249,2,65436,1,0,76.3,1.6
2223,11,2016,20495,3,38000,1,200,47.1,2.0
8765,1,2016,11300,2,12650,1,0,76.3,1.6
2246,3,2016,17495,2,21500,3,30,58.9,1.4
89,1,2016,10600,2,28760,3,30,55.4,1.4
2248,26,2016,16995,2,34000,3,160,46.3,2.0
2249,26,2016,16995,2,11000,3,145,47.1,1.8
2660,4,2016,12255,2,42214,3,125,53.3,1.4
2661,3,2016,13995,3,24465,3,30,58.9,1.4
8728,3,2016,16500,2,11369,1,20,65.7,2.0
10657,4,2016,20995,3,23700,1,30,61.4,2.0
8731,3,2016,17400,3,19856,3,30,56.5,1.4
2664,3,2016,13995,3,30352,3,30,58.9,1.4
87,1,2016,14500,2,12100,3,30,56.5,1.4
2268,6,2016,20995,3,23700,1,30,61.4,3.0
10658,3,2016,14995,2,39750,3,30,57.6,1.4
8583,3,2016,14200,2,25726,3,20,60.1,1.4
2665,3,2016,13490,2,29528,1,20,68.9,1.6
8453,3,2016,11513,2,82785,1,20,67.3,2.0
8739,11,2016,19400,3,41185,1,200,47.1,2.0
10585,7,2016,43000,1,55500,3,325,29.7,4.0
8581,10,2016,18500,1,28221,1,165,50.4,2.0
8371,6,2016,16295,2,56904,1,30,61.4,2.0
8579,1,2016,10950,2,29702,3,0,67.3,1.0
8744,3,2016,16100,3,14510,3,30,58.9,1.4
2668,6,2016,19498,3,38124,1,30,61.4,2.0
61,3,2016,10600,2,37840,1,20,70.6,1.6
2670,4,2016,12816,3,57819,1,0,72.4,2.0
8745,3,2016,11900,2,57000,1,20,68.9,1.6
8746,3,2016,14000,3,54425,3,30,57.6,1.4
8748,1,2016,11800,2,56603,3,30,58.9,1.4
2673,1,2016,10191,2,27878,1,0,76.3,1.6
2674,6,2016,16991,3,50610,1,30,61.4,2.0
2252,1,2016,12995,2,38000,3,30,56.5,1.4
2675,11,2016,23992,3,17228,1,200,47.1,2.0
8742,1,2016,11100,2,14502,3,0,67.3,1.0
2218,12,2016,32495,3,30600,1,200,47.9,3.0
8575,1,2016,11450,2,16552,3,30,57.6,1.4
59,6,2016,18500,2,34110,1,30,61.4,2.0
8800,1,2016,11000,2,35002,3,30,57.6,1.4
56,6,2016,16000,1,47767,1,20,61.4,2.0
2171,11,2016,22295,3,32300,1,200,47.1,2.0
8344,6,2016,19499,1,40984,1,145,56.5,2.0
10549,4,2016,14495,1,53500,1,20,70.6,2.0
2704,1,2016,12798,2,20123,3,30,56.5,1.4
8803,1,2016,13000,2,35981,3,30,55.4,1.4
8560,3,2016,9500,2,117740,3,30,57.6,1.4
2707,6,2016,17998,3,55659,1,30,58.9,2.0
8805,10,2016,17500,2,24168,1,160,49.6,2.0
2160,11,2016,28795,3,42000,1,240,42.8,3.0
2158,1,2016,9950,2,24396,3,0,67.3,1.0
2548,1,2016,11995,2,27350,3,30,55.4,1.4
8346,4,2016,15999,1,46616,1,30,67.3,2.0
8808,3,2016,15200,2,33638,1,20,65.7,2.0
126,6,2016,16000,1,52544,1,30,61.4,2.0
2148,1,2016,10260,2,47779,3,30,55.4,1.4
2147,3,2016,20560,3,26860,3,160,44.1,2.0
2144,11,2016,20499,1,27616,1,200,47.1,2.0
127,4,2016,13100,2,63097,3,125,49.6,2.0
8468,11,2016,24430,1,64685,1,240,42.8,3.0
8812,1,2016,10995,2,36120,1,0,76.3,1.6
128,6,2016,14700,2,72967,1,30,61.4,2.0
2136,26,2016,15498,2,38908,3,145,47.1,1.8
8470,6,2016,23400,1,37998,1,160,50.4,3.0
10646,1,2016,12380,2,40119,3,30,55.4,1.4
11,6,2016,16500,1,52198,1,125,57.6,2.0
2452,5,2016,16987,1,55639,1,145,56.5,2.0
2153,11,2016,18891,3,28931,1,205,47.9,2.0
2280,4,2016,12465,2,61224,1,20,70.6,2.0
8798,3,2016,12000,2,30590,3,30,56.5,0.0
8796,10,2016,19500,1,19005,1,150,51.4,2.0
8774,3,2016,15300,2,25000,1,20,65.7,2.0
8777,3,2016,12900,3,30999,1,30,64.2,2.0
12,10,2016,17000,2,44915,1,145,52.3,2.0
8779,10,2016,15700,2,52074,1,145,56.5,2.0
106,11,2016,30000,3,49649,1,235,42.2,3.0
2688,3,2016,15998,2,26849,1,20,65.7,2.0
2203,6,2016,16230,2,52246,1,30,58.9,2.0
8782,10,2016,16200,3,16813,3,145,47.9,1.4
2200,3,2016,21990,3,26824,3,200,40.4,2.0
8354,11,2016,16749,1,85503,1,200,47.1,2.0
10569,10,2016,17750,1,39726,1,145,51.4,2.0
8786,3,2016,14400,2,21732,3,125,52.3,1.4
110,1,2016,10500,2,18272,3,0,67.3,1.0
118,3,2016,15500,2,25376,3,30,57.6,1.4
10568,10,2016,18250,1,38235,1,160,50.4,2.0
112,6,2016,12000,1,71311,1,30,61.4,2.0
8789,3,2016,14000,2,18725,3,20,61.4,1.4
8790,4,2016,13500,2,23212,3,125,53.3,1.4
2187,6,2016,16750,2,50764,1,30,61.4,2.0
8571,1,2016,8295,2,88340,1,0,76.3,1.6
8791,3,2016,17200,1,42103,1,125,57.6,2.0
2181,3,2016,12832,2,64278,1,30,65.7,2.0
114,11,2016,17800,1,60551,1,200,47.1,2.0
58,3,2016,10200,2,66369,1,0,83.1,1.6
117,1,2016,9800,2,36462,1,0,76.3,1.6
8352,3,2016,11250,2,37812,1,125,58.9,2.0
8351,1,2016,10159,2,31461,1,0,76.3,1.6
8563,6,2016,11499,2,87234,1,30,61.4,2.0
2499,11,2016,22000,3,28250,1,205,47.1,2.0
16,10,2016,15700,1,28396,1,145,53.3,2.0
8375,4,2016,13476,1,48764,1,0,72.4,2.0
2281,3,2016,15965,2,32110,3,125,49.6,2.0
70,3,2016,12500,2,19494,1,30,67.3,2.0
8590,1,2016,12500,2,14521,3,30,55.4,1.4
8646,1,2016,11950,2,35685,3,0,67.3,1.0
8413,4,2016,12999,2,62266,1,20,70.6,2.0
10648,18,2016,49990,1,24000,3,325,29.4,4.0
71,6,2016,16600,2,32808,1,30,61.4,2.0
2565,4,2016,15000,2,44119,1,30,64.2,2.0
2363,6,2016,24990,3,38478,1,160,51.4,3.0
2362,12,2016,44880,3,49233,1,300,39.2,4.0
2402,3,2016,13992,3,56136,1,125,61.4,2.0
8440,1,2016,11999,2,15683,3,0,67.3,1.0
10620,11,2016,30000,1,13000,1,235,42.2,3.0
2360,26,2016,18940,2,33717,1,30,62.8,2.0
69,1,2016,10800,2,18181,3,0,67.3,1.0
73,3,2016,8300,2,88215,1,20,68.9,2.0
8410,3,2016,14890,2,20681,3,30,58.9,1.4
2355,10,2016,19840,3,28965,1,150,52.3,2.0
2610,1,2016,10970,2,26442,3,30,57.6,1.4
8409,3,2016,9999,2,33534,1,0,83.1,1.6
8441,3,2016,13495,2,72643,1,20,65.7,2.0
8400,1,2016,13500,2,39937,3,30,55.4,1.4
8678,7,2016,22450,1,30122,1,150,53.3,3.0
8680,1,2016,12750,2,10380,3,30,55.4,1.4
8588,26,2016,17700,2,33538,1,30,61.4,2.0
2350,26,2016,15690,2,45622,3,150,47.1,1.8
2617,10,2016,17991,3,47079,1,160,50.4,2.0
2348,11,2016,30440,3,35622,1,240,42.2,3.0
8399,3,2016,14551,1,46636,1,125,61.4,2.0
76,11,2016,19600,1,30201,1,200,47.1,2.0
2346,3,2016,17980,2,23663,1,125,57.6,2.0
8418,12,2016,25930,1,53801,1,200,47.9,3.0
34,10,2016,16900,1,40501,1,150,51.4,2.0
2573,1,2016,9496,2,56875,3,30,57.6,1.4
37,6,2016,19400,1,34030,1,125,58.9,2.0
10628,1,2016,12343,2,16106,3,30,55.4,1.4
2575,10,2016,17990,2,21421,3,145,49.6,1.4
8439,10,2016,16995,2,25200,1,150,55.4,2.0
8433,1,2016,11673,2,36942,3,30,55.4,1.4
8432,10,2016,16999,2,51708,1,160,49.6,2.0
2390,10,2016,18990,3,9106,1,145,51.4,2.0
2389,4,2016,12965,2,64425,1,20,70.6,2.0
8599,10,2016,17499,1,36615,1,145,51.4,2.0
8430,11,2016,18999,1,65401,1,200,47.1,2.0
8602,4,2016,16000,2,38155,1,20,68.9,2.0
2386,26,2016,23500,3,9812,3,205,40.9,2.0
8639,10,2016,16499,1,20589,1,145,56.5,2.0
66,4,2016,10200,2,97440,1,20,70.6,2.0
8426,3,2016,11762,2,34979,3,30,56.5,1.2
2588,10,2016,18295,3,22964,1,150,52.3,2.0
8616,1,2016,13450,2,22652,1,0,72.4,1.6
10626,3,2016,15291,2,17562,3,30,58.9,1.4
2590,1,2016,11760,2,27400,3,30,55.4,1.4
2569,4,2016,21995,3,29137,1,145,53.3,3.0
2591,3,2016,10262,2,74000,1,20,68.9,2.0
2397,1,2016,12950,2,25941,3,30,55.4,1.4
2378,5,2016,19890,3,30385,1,160,52.3,2.0
2377,11,2016,24690,3,24271,1,200,47.1,2.0
2398,5,2016,16491,2,60920,1,165,53.3,2.0
2568,3,2016,11100,2,36151,1,0,74.3,1.6
2593,4,2016,15649,2,38066,1,20,70.6,2.0
8428,1,2016,10799,2,21700,3,0,67.3,1.0
8340,3,2016,9999,2,63562,1,20,68.9,2.0
10603,12,2016,28490,1,32000,1,160,48.7,3.0
2343,26,2016,17690,2,20000,3,150,47.1,1.8
2307,3,2016,12500,2,36385,3,125,53.3,1.4
2305,4,2016,16600,2,29112,1,0,74.3,2.0
10654,3,2016,16495,3,46600,1,125,57.6,2.0
21,11,2016,20200,1,23714,1,200,47.1,2.0
2411,5,2016,17470,2,50405,1,160,53.3,2.0
2303,5,2016,18299,1,26498,1,145,56.5,2.0
2302,4,2016,17995,2,34714,1,30,62.8,2.0
8709,11,2016,19600,3,43316,1,200,47.1,2.0
8451,3,2016,13499,1,35930,1,30,64.2,2.0
83,6,2016,16600,1,43307,1,125,57.6,2.0
10656,3,2016,15495,3,52500,2,0,176.6,1.4
41,10,2016,17200,1,39603,1,160,50.4,2.0
2298,10,2016,17600,3,41324,1,160,50.4,2.0
2308,26,2016,15465,2,51400,1,30,62.8,2.0
10601,8,2016,22000,1,37235,1,205,48.7,3.0
8378,10,2016,17250,1,42624,1,145,51.4,2.0
2650,1,2016,13219,2,14179,3,30,58.9,1.4
2652,4,2016,14298,3,56767,1,20,67.3,2.0
10600,15,2016,33000,1,36123,3,305,34.9,2.5
8715,11,2016,22700,1,62926,1,235,42.8,3.0
8716,4,2016,14900,3,50900,1,20,67.3,2.0
8718,4,2016,16400,3,41333,1,30,65.7,2.0
2654,6,2016,18370,2,21660,1,30,61.4,2.0
8376,10,2016,18625,1,36483,1,160,50.4,2.0
2287,10,2016,18000,2,24602,1,145,52.3,2.0
8722,4,2016,12000,2,40424,3,125,53.3,1.4
8723,3,2016,12400,3,27226,1,20,70.6,1.6
18,11,2016,19000,1,37652,1,200,47.1,2.0
2296,5,2016,15995,2,32000,1,125,60.1,2.0
2405,11,2016,19495,3,40449,1,200,47.1,2.0
2310,1,2016,10965,2,24642,3,0,67.3,1.0
82,3,2016,14100,2,10460,3,20,60.1,1.4
8686,3,2016,11200,3,66680,1,0,74.3,1.6
8688,3,2016,13500,2,47602,3,30,57.6,1.4
2336,3,2016,16040,2,20770,3,30,58.9,1.4
2406,3,2016,14257,2,14170,3,20,60.1,1.4
8398,10,2016,14406,2,58689,1,30,60.1,2.0
8692,3,2016,16450,2,32542,3,30,60.1,1.4
8693,10,2016,18000,3,33641,1,145,51.4,2.0
2331,26,2016,21500,3,24750,3,200,40.9,2.0
8694,10,2016,16500,3,53947,1,145,51.4,2.0
2329,11,2016,29500,3,37500,1,240,42.8,3.0
2328,10,2016,17995,2,17800,1,30,60.1,2.0
80,10,2016,16100,2,16666,1,30,60.1,2.0
8695,3,2016,11600,2,21764,1,0,83.1,1.6
2311,3,2016,13454,2,57296,3,30,57.6,1.4
8397,3,2016,20499,1,27809,3,200,40.9,2.0
2324,10,2016,18940,2,30146,1,165,49.6,2.0
2627,7,2016,22498,3,21023,1,145,54.3,3.0
8394,4,2016,15299,2,19752,1,20,70.6,2.0
8987,10,2016,18400,2,24069,1,145,52.3,2.0
8702,1,2016,12900,3,12445,3,20,64.2,1.0
8703,1,2016,12500,3,38207,3,30,56.5,1.4
8391,1,2016,12760,2,28369,3,30,55.4,1.4
81,3,2016,11300,2,25626,1,0,74.3,1.6
24,11,2016,20000,1,23789,1,200,47.1,2.0
2407,4,2016,12170,2,29825,3,125,53.3,1.4
8706,10,2016,14500,2,23549,1,30,61.4,2.0
2562,10,2016,16490,2,38309,1,145,52.3,2.0
2640,6,2016,16600,3,48063,1,30,61.4,2.0
2626,3,2016,14998,2,19795,3,30,58.9,1.4
2125,6,2016,19999,3,15016,1,30,61.4,2.0
2708,1,2016,15498,2,20417,3,30,70.6,1.4
2122,5,2016,18495,2,25000,1,125,57.6,2.0
2485,1,2016,12991,2,30321,3,30,58.9,1.4
50,4,2016,12750,2,52561,1,0,74.3,2.0
8917,3,2016,14000,2,31446,3,20,58.9,1.4
8308,3,2016,12999,2,18663,3,20,60.1,1.0
2751,11,2016,23142,3,27041,1,200,47.1,2.0
2753,10,2016,20000,3,20160,1,160,50.4,2.0
2755,3,2016,13298,2,25244,3,20,60.1,1.0
2756,11,2016,29172,3,25097,1,235,42.8,3.0
8921,10,2016,17500,2,34236,1,115,50.0,2.0
8305,3,2016,15899,2,17104,3,20,60.1,1.4
10510,15,2016,29000,1,50796,3,300,34.9,2.5
8924,4,2016,14499,1,31088,1,20,70.6,2.0
2758,4,2016,14242,2,14900,3,125,53.3,1.4
8912,4,2016,15499,2,27961,1,30,67.3,2.0
10506,4,2016,16650,2,19093,1,20,70.6,2.0
2761,1,2016,14959,3,13282,3,30,56.5,1.4
1925,3,2016,11695,3,58398,1,20,72.4,1.6
2767,12,2016,31390,3,31224,1,205,47.9,3.0
8927,10,2016,11999,1,92749,1,145,55.4,2.0
8298,3,2016,7791,2,122000,1,0,74.3,1.6
10480,10,2016,17750,1,43328,1,165,50.4,2.0
1921,4,2016,14295,3,33319,1,0,72.4,2.0
2486,12,2016,34000,3,11862,1,200,47.9,3.0
1919,4,2016,12000,3,83984,1,20,70.6,2.0
1917,11,2016,19750,3,48269,1,200,47.1,2.0
1914,3,2016,9995,2,49379,1,20,70.6,1.6
2490,11,2016,16690,2,68501,1,200,47.9,2.0
189,3,2016,11998,2,24468,1,0,74.3,1.6
8303,26,2016,16199,2,16063,1,30,62.8,2.0
8911,4,2016,12699,1,67044,1,20,72.4,2.0
8910,3,2016,14999,2,31237,1,20,65.7,2.0
8309,4,2016,10199,2,98791,1,20,70.6,2.0
1989,3,2016,17870,3,42334,1,125,57.6,2.0
1983,6,2016,16710,3,69030,1,145,56.5,2.0
1982,4,2016,13990,3,53340,3,30,53.3,2.0
1981,18,2016,47992,3,28639,3,325,29.4,4.0
8887,4,2016,13500,2,76890,1,30,67.3,2.0
2743,4,2016,16498,3,41529,1,30,65.7,2.0
1975,11,2016,18890,2,42555,1,205,47.9,2.0
158,1,2016,10600,2,21428,3,0,67.3,1.0
8312,3,2016,14821,2,38786,1,20,64.2,2.0
1974,4,2016,17490,2,29955,3,150,48.7,2.0
2516,1,2016,10965,2,24971,3,0,67.3,1.0
8892,4,2016,12795,1,84790,1,30,65.7,2.0
5,1,2016,13900,1,32260,3,30,58.9,1.4
2483,6,2016,19990,3,36000,1,150,56.5,2.0
8894,3,2016,7295,2,111700,1,20,68.9,2.0
8895,26,2016,15000,2,46771,3,145,47.1,1.8
8896,5,2016,11000,2,77128,1,20,67.3,2.0
8898,4,2016,13999,1,79252,1,30,65.7,2.0
8900,6,2016,22999,1,57716,1,235,43.5,3.0
2748,11,2016,23912,3,33500,1,200,45.6,3.0
8901,1,2016,11000,1,33035,1,0,74.3,1.6
1956,3,2016,16950,2,67000,1,0,74.3,1.6
52,10,2016,15900,2,32011,3,145,49.6,1.4
1955,3,2016,10998,2,41014,3,125,53.3,1.4
159,4,2016,14300,2,45485,1,20,70.6,2.0
1950,3,2016,17950,2,58000,1,20,70.6,1.6
160,10,2016,14700,2,32704,1,30,60.1,2.0
8906,8,2016,21999,1,26818,1,200,47.9,3.0
8908,11,2016,23499,1,46919,1,235,42.8,3.0
8936,3,2016,14800,1,29928,3,30,57.6,1.4
2123,5,2016,17650,2,31292,1,145,53.3,2.0
8938,26,2016,18100,2,20405,3,145,47.1,1.8
1899,4,2016,15990,2,30625,1,30,67.3,2.0
10444,3,2016,28995,3,24000,3,300,34.9,2.5
2510,11,2016,28698,1,44419,1,235,42.2,3.0
2509,3,2016,17498,3,12166,3,30,57.6,1.4
8972,1,2016,9699,2,38375,3,0,67.3,1.0
8973,6,2016,14499,1,84252,1,30,64.2,2.0
8977,3,2016,12900,2,21161,1,20,67.3,2.0
1836,6,2016,16995,3,36273,1,30,61.4,2.0
8283,3,2016,11000,2,37235,1,0,74.3,1.6
8281,4,2016,10393,2,100000,1,0,74.3,2.0
8980,1,2016,9999,2,30000,3,0,67.3,1.0
1830,11,2016,22995,3,19273,1,200,47.1,2.0
1829,10,2016,15845,2,22270,3,125,50.4,1.4
2508,11,2016,26390,3,37647,1,240,42.8,3.0
1845,9,2016,15990,2,35624,1,30,64.2,1.6
8982,3,2016,11299,2,18469,1,20,68.9,2.0
1827,1,2016,10495,2,45954,1,0,80.7,1.6
1826,1,2016,10395,2,53440,1,0,80.7,1.6
8983,10,2016,13999,2,55689,1,30,60.1,2.0
1824,6,2016,15495,3,57173,1,20,64.2,2.0
10441,7,2016,22990,3,26000,1,160,52.3,3.0
1822,6,2016,17995,3,58836,1,30,61.4,2.0
10431,1,2016,15000,1,22791,3,30,58.9,1.4
1820,3,2016,11495,2,55545,1,20,70.6,1.6
44,10,2016,15200,1,58750,3,145,47.9,1.4
1819,10,2016,15595,2,52804,1,30,60.1,2.0
1818,1,2016,9895,2,75189,1,0,80.7,1.6
8504,10,2016,21200,1,10931,3,200,40.4,2.0
8274,6,2016,16190,3,69774,1,145,55.4,2.0
2804,11,2016,19990,3,37505,1,205,47.1,2.0
8969,4,2016,13000,2,81190,1,20,68.9,2.0
1850,1,2016,12995,2,30123,3,30,56.5,1.4
1851,3,2016,12790,2,38341,3,125,52.3,1.4
2511,10,2016,15698,2,12612,1,30,61.4,2.0
1896,3,2016,11790,2,29813,1,0,74.3,1.6
10478,4,2016,17995,1,21056,3,160,45.6,2.0
1894,1,2016,12995,2,21662,3,30,56.5,1.4
1890,5,2016,22995,1,14847,3,260,35.8,3.0
8288,4,2016,16999,1,44406,1,20,67.3,2.0
8943,4,2016,13398,2,36974,1,20,68.9,2.0
10635,3,2016,18000,1,29494,3,125,49.6,2.0
8536,3,2016,15000,1,41135,3,30,58.9,1.4
1874,11,2016,22495,3,25721,1,200,47.1,2.0
1873,6,2016,17495,3,31000,1,20,64.2,2.0
8951,3,2016,13000,1,16948,1,20,70.6,1.6
1871,11,2016,22495,3,25721,1,200,47.1,2.0
2785,1,2016,9980,2,30394,3,0,67.3,1.0
8953,1,2016,9190,2,26584,3,0,67.3,1.0
2,1,2016,11000,2,29946,3,30,55.4,1.4
2788,9,2016,20995,3,29491,3,125,51.4,1.4
10457,3,2016,15500,1,10897,3,20,60.1,1.4
8959,6,2016,12599,1,86555,1,20,67.3,2.0
199,18,2016,44985,3,49050,3,325,29.4,4.0
8535,1,2016,8500,2,75869,1,0,80.7,1.6
8961,3,2016,11499,2,21362,1,20,70.6,1.6
8963,3,2016,13499,2,35606,1,20,68.9,1.6
8964,3,2016,12699,1,23947,1,30,64.2,2.0
2789,1,2016,14895,2,17344,3,30,56.5,1.4
2791,1,2016,12650,2,20193,3,30,55.4,1.4
1,6,2016,16500,1,36203,1,20,64.2,2.0
8966,26,2016,17000,2,27097,1,30,62.8,2.0
8284,3,2016,11999,1,41085,1,0,74.3,1.6
2513,4,2016,15500,2,24625,1,20,70.6,2.0
1992,6,2016,18243,3,46331,1,150,55.4,2.0
2742,26,2016,17690,2,22164,3,160,46.3,2.0
2482,10,2016,16690,2,27998,1,30,60.1,2.0
2078,3,2016,10000,2,75308,1,20,68.9,2.0
2077,1,2016,9250,2,61306,1,0,80.7,1.6
6,6,2016,13250,1,76788,1,30,61.4,2.0
2716,4,2016,15472,2,51109,1,30,67.3,2.0
2076,5,2016,17950,3,31661,1,125,58.9,2.0
4931,6,2016,16000,3,63105,1,30,64.2,2.0
8334,1,2016,11663,2,28349,3,30,55.4,1.4
8332,3,2016,15499,2,11318,3,30,55.4,1.4
2075,10,2016,19291,2,19122,1,145,52.3,2.0
53,10,2016,15000,2,39134,1,30,60.1,2.0
8550,3,2016,12999,2,38938,1,30,68.9,1.6
8827,26,2016,17500,2,19542,1,30,62.8,2.0
8828,1,2016,15700,2,14390,3,30,56.5,1.4
8336,1,2016,12710,2,33309,1,20,72.4,1.6
2723,1,2016,15052,3,26041,3,30,56.5,1.4
2066,6,2016,13498,3,78545,1,20,67.3,2.0
8327,3,2016,9699,2,84049,1,0,74.3,1.6
2726,10,2016,16890,2,44000,1,30,60.1,2.0
2065,10,2016,16790,2,39697,3,145,49.6,1.4
